     0.0484000
     0.307000
     0.677000
     0.961100
     0.828800
1.763680e+02 1.000000e-06
1.785541e+02 1.023293e-06
1.809130e+02 1.047129e-06
1.834255e+02 1.071519e-06
1.861014e+02 1.096478e-06
1.889295e+02 1.122018e-06
1.919109e+02 1.148154e-06
1.950427e+02 1.174898e-06
1.983215e+02 1.202264e-06
2.017529e+02 1.230269e-06
2.053240e+02 1.258925e-06
2.090354e+02 1.288250e-06
2.128873e+02 1.318257e-06
2.168851e+02 1.348963e-06
2.210191e+02 1.380384e-06
2.252992e+02 1.412538e-06
2.297205e+02 1.445440e-06
2.342770e+02 1.479108e-06
2.389735e+02 1.513561e-06
2.438146e+02 1.548817e-06
2.487939e+02 1.584893e-06
2.539217e+02 1.621810e-06
2.591909e+02 1.659587e-06
2.646121e+02 1.698244e-06
2.701716e+02 1.737801e-06
2.758797e+02 1.778279e-06
2.817408e+02 1.819701e-06
2.877529e+02 1.862087e-06
2.939272e+02 1.905461e-06
3.002477e+02 1.949845e-06
3.067254e+02 1.995262e-06
3.133717e+02 2.041738e-06
3.201767e+02 2.089296e-06
3.271446e+02 2.137962e-06
3.342872e+02 2.187762e-06
3.416015e+02 2.238721e-06
3.490919e+02 2.290868e-06
3.567547e+02 2.344229e-06
3.646026e+02 2.398833e-06
3.726317e+02 2.454709e-06
3.808463e+02 2.511886e-06
3.892600e+02 2.570396e-06
3.978778e+02 2.630268e-06
4.066771e+02 2.691535e-06
4.156902e+02 2.754229e-06
4.249029e+02 2.818383e-06
4.343299e+02 2.884032e-06
4.439763e+02 2.951209e-06
4.538473e+02 3.019952e-06
4.639485e+02 3.090295e-06
4.742635e+02 3.162278e-06
4.848191e+02 3.235937e-06
4.956210e+02 3.311311e-06
5.066636e+02 3.388442e-06
5.179523e+02 3.467369e-06
5.295046e+02 3.548134e-06
5.413146e+02 3.630781e-06
5.533880e+02 3.715352e-06
5.657437e+02 3.801894e-06
5.783620e+02 3.890451e-06
5.912753e+02 3.981072e-06
6.044769e+02 4.073803e-06
6.179733e+02 4.168694e-06
6.317856e+02 4.265795e-06
6.459066e+02 4.365158e-06
6.603432e+02 4.466836e-06
6.750870e+02 4.570882e-06
6.901758e+02 4.677351e-06
7.056019e+02 4.786301e-06
7.213894e+02 4.897788e-06
7.375131e+02 5.011872e-06
7.539972e+02 5.128614e-06
7.708675e+02 5.248075e-06
7.880971e+02 5.370318e-06
8.057118e+02 5.495409e-06
8.237392e+02 5.623413e-06
8.421506e+02 5.754399e-06
8.610131e+02 5.888437e-06
8.802575e+02 6.025596e-06
8.999528e+02 6.165950e-06
9.200888e+02 6.309573e-06
9.406536e+02 6.456542e-06
9.617003e+02 6.606934e-06
9.832178e+02 6.760830e-06
1.005217e+03 6.918310e-06
1.027708e+03 7.079458e-06
1.050702e+03 7.244360e-06
1.074211e+03 7.413102e-06
1.098246e+03 7.585776e-06
1.122819e+03 7.762471e-06
1.147915e+03 7.943282e-06
1.173599e+03 8.128305e-06
1.199858e+03 8.317638e-06
1.226732e+03 8.511380e-06
1.254180e+03 8.709636e-06
1.282241e+03 8.912509e-06
1.310931e+03 9.120108e-06
1.340262e+03 9.332543e-06
1.370250e+03 9.549926e-06
1.400908e+03 9.772372e-06
1.432253e+03 1.000000e-05
1.464299e+03 1.023293e-05
1.497062e+03 1.047129e-05
1.530558e+03 1.071519e-05
1.564803e+03 1.096478e-05
1.599815e+03 1.122018e-05
1.635610e+03 1.148154e-05
1.672206e+03 1.174898e-05
1.709621e+03 1.202264e-05
1.747913e+03 1.230269e-05
1.786980e+03 1.258925e-05
1.827005e+03 1.288250e-05
1.867883e+03 1.318257e-05
1.909676e+03 1.348963e-05
1.952404e+03 1.380384e-05
1.996088e+03 1.412538e-05
2.040750e+03 1.445440e-05
2.086410e+03 1.479108e-05
2.133093e+03 1.513561e-05
2.180820e+03 1.548817e-05
2.229666e+03 1.584893e-05
2.279553e+03 1.621810e-05
2.330557e+03 1.659587e-05
2.382702e+03 1.698244e-05
2.436014e+03 1.737801e-05
2.490518e+03 1.778279e-05
2.546242e+03 1.819701e-05
2.603213e+03 1.862087e-05
2.661459e+03 1.905461e-05
2.721008e+03 1.949845e-05
2.781953e+03 1.995262e-05
2.844132e+03 2.041738e-05
2.907835e+03 2.089296e-05
2.972896e+03 2.137962e-05
3.039413e+03 2.187762e-05
3.107418e+03 2.238721e-05
3.176945e+03 2.290868e-05
3.248028e+03 2.344229e-05
3.320701e+03 2.398833e-05
3.395000e+03 2.454709e-05
3.470961e+03 2.511886e-05
3.548622e+03 2.570396e-05
3.628021e+03 2.630268e-05
3.709196e+03 2.691535e-05
3.792274e+03 2.754229e-05
3.877124e+03 2.818383e-05
3.963873e+03 2.884032e-05
4.052563e+03 2.951209e-05
4.143237e+03 3.019952e-05
4.235939e+03 3.090295e-05
4.330716e+03 3.162278e-05
4.427614e+03 3.235937e-05
4.526679e+03 3.311311e-05
4.627962e+03 3.388442e-05
4.731510e+03 3.467369e-05
4.837375e+03 3.548134e-05
4.945609e+03 3.630781e-05
5.056264e+03 3.715352e-05
5.169395e+03 3.801894e-05
5.285179e+03 3.890451e-05
5.403433e+03 3.981072e-05
5.524332e+03 4.073803e-05
5.647936e+03 4.168694e-05
5.774305e+03 4.265795e-05
5.903502e+03 4.365158e-05
6.035590e+03 4.466836e-05
6.170633e+03 4.570882e-05
6.308698e+03 4.677351e-05
6.449852e+03 4.786301e-05
6.594164e+03 4.897788e-05
6.741705e+03 5.011872e-05
6.892547e+03 5.128614e-05
7.046764e+03 5.248075e-05
7.204432e+03 5.370318e-05
7.365627e+03 5.495409e-05
7.530429e+03 5.623413e-05
7.698919e+03 5.754399e-05
7.871178e+03 5.888437e-05
8.047292e+03 6.025596e-05
8.227346e+03 6.165950e-05
8.411486e+03 6.309573e-05
8.599669e+03 6.456542e-05
8.792102e+03 6.606934e-05
8.988800e+03 6.760830e-05
9.189963e+03 6.918310e-05
9.395540e+03 7.079458e-05
9.605782e+03 7.244360e-05
9.820684e+03 7.413102e-05
1.004044e+04 7.585776e-05
1.026509e+04 7.762471e-05
1.049479e+04 7.943282e-05
1.072958e+04 8.128305e-05
1.096970e+04 8.317638e-05
1.121509e+04 8.511380e-05
