    0.0445500
     0.272000
     0.704000
     0.967000
     0.806000
   1.0408536e-05   1.0000000e-12
   1.0643173e-05   1.0232930e-12
   1.0882749e-05   1.0471285e-12
   1.1127876e-05   1.0715193e-12
   1.1378408e-05   1.0964782e-12
   1.1634570e-05   1.1220185e-12
   1.1896585e-05   1.1481536e-12
   1.2164295e-05   1.1748976e-12
   1.2438292e-05   1.2022644e-12
   1.2718036e-05   1.2302688e-12
   1.3004485e-05   1.2589254e-12
   1.3297466e-05   1.2882495e-12
   1.3596804e-05   1.3182567e-12
   1.3903066e-05   1.3489629e-12
   1.4216072e-05   1.3803843e-12
   1.4536004e-05   1.4125375e-12
   1.4863419e-05   1.4454398e-12
   1.5198121e-05   1.4791084e-12
   1.5540281e-05   1.5135612e-12
   1.5890066e-05   1.5488166e-12
   1.6248012e-05   1.5848932e-12
   1.6613532e-05   1.6218101e-12
   1.6987893e-05   1.6595869e-12
   1.7370128e-05   1.6982436e-12
   1.7761491e-05   1.7378008e-12
   1.8161378e-05   1.7782794e-12
   1.8570290e-05   1.8197008e-12
   1.8988350e-05   1.8620871e-12
   1.9415680e-05   1.9054607e-12
   1.9853132e-05   1.9498446e-12
   2.0300075e-05   1.9952623e-12
   2.0756976e-05   2.0417379e-12
   2.1224301e-05   2.0892961e-12
   2.1702141e-05   2.1379621e-12
   2.2190939e-05   2.1877616e-12
   2.2690409e-05   2.2387211e-12
   2.3201348e-05   2.2908676e-12
   2.3723824e-05   2.3442288e-12
   2.4257884e-05   2.3988329e-12
   2.4804314e-05   2.4547089e-12
   2.5362782e-05   2.5118864e-12
   2.5933688e-05   2.5703957e-12
   2.6517790e-05   2.6302679e-12
   2.7114731e-05   2.6915347e-12
   2.7725257e-05   2.7542286e-12
   2.8349361e-05   2.8183829e-12
   2.8987768e-05   2.8840314e-12
   2.9640458e-05   2.9512092e-12
   3.0307767e-05   3.0199516e-12
   3.0990388e-05   3.0902954e-12
   3.1687912e-05   3.1622776e-12
   3.2401378e-05   3.2359365e-12
   3.3131080e-05   3.3113111e-12
   3.3876942e-05   3.3884415e-12
   3.4639972e-05   3.4673684e-12
   3.5419711e-05   3.5481338e-12
   3.6217141e-05   3.6307804e-12
   3.7032867e-05   3.7153522e-12
   3.7866404e-05   3.8018938e-12
   3.8719052e-05   3.8904513e-12
   3.9591028e-05   3.9810716e-12
   4.0482169e-05   4.0738027e-12
   4.1393738e-05   4.1686937e-12
   4.2325915e-05   4.2657950e-12
   4.3278858e-05   4.3651582e-12
   4.4253436e-05   4.4668358e-12
   4.5249781e-05   4.5708817e-12
