    0.0450000
     0.250000
     0.730000
      1.00000
     0.900000
   5.6002459e-06   1.0000000e-12
   5.7306006e-06   1.0232930e-12
   5.8641172e-06   1.0471285e-12
   6.0007242e-06   1.0715193e-12
   6.1405440e-06   1.0964782e-12
   6.2835024e-06   1.1220185e-12
   6.4299102e-06   1.1481536e-12
   6.5796908e-06   1.1748976e-12
   6.7329579e-06   1.2022644e-12
   6.8896302e-06   1.2302688e-12
   7.0502065e-06   1.2589254e-12
   7.2144071e-06   1.2882495e-12
   7.3825336e-06   1.3182567e-12
   7.5544954e-06   1.3489629e-12
   7.7303957e-06   1.3803843e-12
   7.9105293e-06   1.4125375e-12
   8.0948012e-06   1.4454398e-12
   8.2833049e-06   1.4791084e-12
   8.4761368e-06   1.5135612e-12
   8.6735809e-06   1.5488166e-12
   8.8757270e-06   1.5848932e-12
   9.0824669e-06   1.6218101e-12
   9.2938863e-06   1.6595869e-12
   9.5104524e-06   1.6982436e-12
   9.7320517e-06   1.7378008e-12
   9.9587596e-06   1.7782794e-12
   1.0190651e-05   1.8197008e-12
   1.0427990e-05   1.8620871e-12
   1.0670843e-05   1.9054607e-12
   1.0919471e-05   1.9498446e-12
   1.1173741e-05   1.9952623e-12
   1.1434099e-05   2.0417379e-12
   1.1700407e-05   2.0892961e-12
   1.1972913e-05   2.1379621e-12
   1.2251859e-05   2.1877616e-12
   1.2537290e-05   2.2387211e-12
   1.2829249e-05   2.2908676e-12
   1.3128163e-05   2.3442288e-12
   1.3433873e-05   2.3988329e-12
   1.3746800e-05   2.4547089e-12
   1.4066968e-05   2.5118864e-12
   1.4394598e-05   2.5703957e-12
   1.4729902e-05   2.6302679e-12
   1.5073091e-05   2.6915347e-12
   1.5424175e-05   2.7542286e-12
   1.5783358e-05   2.8183829e-12
   1.6151031e-05   2.8840314e-12
   1.6527381e-05   2.9512092e-12
   1.6912216e-05   3.0199516e-12
   1.7306102e-05   3.0902954e-12
   1.7709219e-05   3.1622776e-12
   1.8121742e-05   3.2359365e-12
   1.8543837e-05   3.3113111e-12
   1.8975865e-05   3.3884415e-12
   1.9417788e-05   3.4673684e-12
   1.9870147e-05   3.5481338e-12
   2.0333091e-05   3.6307804e-12
