    0.0461000
     0.282000
     0.697000
     0.964600
     0.817000
   1.0403597e-05   1.0000000e-12
   1.0637571e-05   1.0232930e-12
   1.0876358e-05   1.0471285e-12
   1.1120589e-05   1.0715193e-12
   1.1370503e-05   1.0964782e-12
   1.1625560e-05   1.1220185e-12
   1.1886767e-05   1.1481536e-12
   1.2153962e-05   1.1748976e-12
   1.2426602e-05   1.2022644e-12
   1.2705674e-05   1.2302688e-12
   1.2991395e-05   1.2589254e-12
   1.3282824e-05   1.2882495e-12
   1.3581319e-05   1.3182567e-12
   1.3886317e-05   1.3489629e-12
   1.4198401e-05   1.3803843e-12
   1.4516997e-05   1.4125375e-12
   1.4843063e-05   1.4454398e-12
   1.5176400e-05   1.4791084e-12
   1.5517187e-05   1.5135612e-12
   1.5865986e-05   1.5488166e-12
   1.6222200e-05   1.5848932e-12
   1.6586380e-05   1.6218101e-12
   1.6959064e-05   1.6595869e-12
   1.7340028e-05   1.6982436e-12
   1.7729421e-05   1.7378008e-12
   1.8127768e-05   1.7782794e-12
   1.8534827e-05   1.8197008e-12
   1.8951114e-05   1.8620871e-12
   1.9376752e-05   1.9054607e-12
   1.9811863e-05   1.9498446e-12
   2.0256944e-05   1.9952623e-12
   2.0711721e-05   2.0417379e-12
   2.1177057e-05   2.0892961e-12
   2.1652666e-05   2.1379621e-12
   2.2138640e-05   2.1877616e-12
   2.2636192e-05   2.2387211e-12
   2.3144266e-05   2.2908676e-12
   2.3664064e-05   2.3442288e-12
   2.4195644e-05   2.3988329e-12
   2.4739062e-05   2.4547089e-12
   2.5294737e-05   2.5118864e-12
   2.5862711e-05   2.5703957e-12
   2.6443764e-05   2.6302679e-12
   2.7037542e-05   2.6915347e-12
   2.7644812e-05   2.7542286e-12
   2.8265576e-05   2.8183829e-12
   2.8900584e-05   2.8840314e-12
   2.9549821e-05   2.9512092e-12
   3.0213268e-05   3.0199516e-12
   3.0892017e-05   3.0902954e-12
   3.1585652e-05   3.1622776e-12
   3.2295247e-05   3.2359365e-12
   3.3020369e-05   3.3113111e-12
   3.3762066e-05   3.3884415e-12
   3.4520261e-05   3.4673684e-12
   3.5295605e-05   3.5481338e-12
   3.6088375e-05   3.6307804e-12
   3.6898826e-05   3.7153522e-12
   3.7727583e-05   3.8018938e-12
   3.8574879e-05   3.8904513e-12
   3.9441311e-05   3.9810716e-12
   4.0327093e-05   4.0738027e-12
   4.1232797e-05   4.1686937e-12
   4.2158976e-05   4.2657950e-12
   4.3105807e-05   4.3651582e-12
   4.4073822e-05   4.4668358e-12
   4.5063542e-05   4.5708817e-12
   4.6075827e-05   4.6773513e-12
   4.7110439e-05   4.7863008e-12
   4.8168582e-05   4.8977880e-12
   4.9250350e-05   5.0118722e-12
   5.0356550e-05   5.1286137e-12
   5.1487616e-05   5.2480744e-12
   5.2643951e-05   5.3703178e-12
   5.3826319e-05   5.4954085e-12
   5.5035103e-05   5.6234130e-12
   5.6271027e-05   5.7543991e-12
   5.7535162e-05   5.8884363e-12
   5.8827110e-05   6.0255956e-12
   6.0148272e-05   6.1659498e-12
   6.1499297e-05   6.3095732e-12
   6.2880463e-05   6.4565420e-12
   6.4292741e-05   6.6069342e-12
   6.5736735e-05   6.7608295e-12
   6.7213012e-05   6.9183094e-12
   6.8722853e-05   7.0794575e-12
   7.0266069e-05   7.2443593e-12
   7.1844253e-05   7.4131021e-12
   7.3457893e-05   7.5857754e-12
   7.5107819e-05   7.7624708e-12
